user_id,signup_date,age,city,city_tier,platform,acquisition_channel,is_zomato_gold,onboarding_cohort,user_type
U_c35c3470,2026-02-04 13:09:16.503672,29,Pune,Tier_2,Android,social_media,False,Standard,power_user
U_6690110c,2026-04-03 13:09:16.503672,36,Bangalore,Tier_1,Android,paid_search,False,Standard,window_shopper
U_5d7b1891,2025-10-02 13:09:16.503672,23,Lucknow,Tier_2,Android,email,False,Standard,regular
U_2649e1da,2026-05-02 13:09:16.503672,19,Lucknow,Tier_2,Android,organic,True,Frictionless,window_shopper
U_1cd1e750,2025-10-26 13:09:16.503672,20,Chennai,Tier_1,Android,paid_search,False,Standard,occasional
U_2a8d45e7,2026-05-05 13:09:16.503672,29,Lucknow,Tier_2,iOS,social_media,False,Frictionless,regular
U_f95e8e72,2025-12-29 13:09:16.503672,26,Mumbai,Tier_1,Android,organic,False,Standard,regular
U_0cce56d5,2025-08-28 13:09:16.503672,22,Jaipur,Tier_2,iOS,paid_search,False,Standard,window_shopper
U_ac701a4f,2026-05-14 13:09:16.503672,32,Lucknow,Tier_2,iOS,social_media,False,Frictionless,occasional
U_17a268f6,2026-04-25 13:09:16.503672,22,Hyderabad,Tier_1,Android,social_media,False,Frictionless,window_shopper
U_d13f90fc,2025-06-24 13:09:16.503672,27,Hyderabad,Tier_1,iOS,social_media,True,Frictionless,regular
U_d5d44191,2026-03-30 13:09:16.503672,19,Hyderabad,Tier_1,Android,paid_search,False,Frictionless,power_user
U_afcce667,2025-12-21 13:09:16.503672,26,Pune,Tier_2,iOS,social_media,False,Standard,window_shopper
U_ccc1a692,2025-10-22 13:09:16.503672,42,Hyderabad,Tier_1,Android,organic,False,Frictionless,window_shopper
U_b8e1cd22,2025-11-19 13:09:16.503672,20,Pune,Tier_2,Android,organic,False,Frictionless,window_shopper
U_a69d27b8,2026-05-04 13:09:16.503672,18,Lucknow,Tier_2,iOS,social_media,True,Frictionless,regular
U_9753d152,2025-09-04 13:09:16.503672,30,Chennai,Tier_1,Android,paid_search,False,Frictionless,window_shopper
U_c0ca60cf,2025-12-09 13:09:16.503672,21,Lucknow,Tier_2,iOS,social_media,False,Frictionless,window_shopper
U_bf5deb82,2026-04-08 13:09:16.503672,24,Mumbai,Tier_1,iOS,referral,False,Standard,regular
U_f53258bc,2025-06-06 13:09:16.503672,18,Lucknow,Tier_2,Android,social_media,False,Standard,regular
U_5a25907c,2026-03-23 13:09:16.503672,29,Ahmedabad,Tier_2,Android,social_media,False,Standard,occasional
U_5b62c070,2025-07-23 13:09:16.503672,23,Chandigarh,Tier_2,iOS,social_media,False,Frictionless,occasional
U_61759b5b,2025-09-23 13:09:16.503672,26,Chennai,Tier_1,iOS,social_media,False,Standard,regular
U_39509e43,2025-12-11 13:09:16.503672,30,Jaipur,Tier_2,iOS,paid_search,False,Standard,occasional
U_38eebc7c,2026-01-10 13:09:16.503672,19,Hyderabad,Tier_1,iOS,social_media,False,Standard,regular
U_ba263ee5,2026-01-12 13:09:16.503672,29,Chennai,Tier_1,iOS,referral,True,Standard,regular
U_6d7e613c,2025-07-19 13:09:16.503672,25,Bangalore,Tier_1,Android,referral,False,Frictionless,occasional
U_7d651ea9,2026-04-26 13:09:16.503672,26,Bangalore,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_7d202f30,2026-03-27 13:09:16.503672,28,Bangalore,Tier_1,Android,organic,False,Frictionless,regular
U_0d8df2a6,2025-09-01 13:09:16.503672,40,Bhopal,Tier_3,Android,paid_search,False,Frictionless,window_shopper
U_a4931334,2025-10-24 13:09:16.503672,53,Patna,Tier_3,iOS,social_media,False,Standard,regular
U_3d2c3f6c,2026-05-17 13:09:16.503672,28,Chennai,Tier_1,Android,paid_search,False,Frictionless,occasional
U_867f5138,2025-11-16 13:09:16.503672,29,Indore,Tier_3,Android,social_media,False,Standard,regular
U_c13cec11,2025-09-09 13:09:16.503672,21,Chennai,Tier_1,Android,social_media,False,Standard,window_shopper
U_e8b49816,2025-06-04 13:09:16.503672,27,Pune,Tier_2,iOS,paid_search,True,Standard,occasional
U_bbe394d5,2026-01-30 13:09:16.503672,20,Ahmedabad,Tier_2,iOS,social_media,True,Frictionless,window_shopper
U_3e0f62b2,2025-07-23 13:09:16.503672,23,Jaipur,Tier_2,iOS,paid_search,False,Frictionless,occasional
U_a89acec5,2025-06-30 13:09:16.503672,29,Pune,Tier_2,Android,referral,False,Frictionless,regular
U_65997eb5,2025-10-31 13:09:16.503672,28,Ahmedabad,Tier_2,iOS,referral,False,Standard,regular
U_5fbff208,2025-09-29 13:09:16.503672,37,Chandigarh,Tier_2,iOS,organic,False,Frictionless,regular
U_0772e384,2026-01-12 13:09:16.503672,24,Ahmedabad,Tier_2,iOS,organic,True,Standard,window_shopper
U_51d2df73,2025-11-23 13:09:16.503672,29,Jaipur,Tier_2,iOS,organic,False,Standard,regular
U_8ced7219,2026-02-04 13:09:16.503672,28,Pune,Tier_2,Android,paid_search,False,Frictionless,power_user
U_6577ed55,2025-10-09 13:09:16.503672,30,Bangalore,Tier_1,iOS,referral,False,Standard,occasional
U_3978dfe3,2025-07-12 13:09:16.503672,48,Bangalore,Tier_1,Android,organic,False,Standard,window_shopper
U_dee1e4ed,2025-10-22 13:09:16.503672,27,Hyderabad,Tier_1,iOS,organic,False,Standard,regular
U_5d9726fb,2026-02-28 13:09:16.503672,22,Bangalore,Tier_1,Android,social_media,False,Frictionless,regular
U_2c94f5fa,2026-01-27 13:09:16.503672,48,Ludhiana,Tier_3,Android,social_media,False,Standard,window_shopper
U_4f258242,2025-11-07 13:09:16.503672,20,Pune,Tier_2,iOS,referral,False,Frictionless,regular
U_9b4a0f09,2026-03-09 13:09:16.503672,27,Bhopal,Tier_3,Android,social_media,False,Standard,window_shopper
U_ebdef025,2025-09-06 13:09:16.503672,28,Chandigarh,Tier_2,Android,paid_search,False,Standard,window_shopper
U_77feaf17,2025-11-28 13:09:16.503672,36,Chandigarh,Tier_2,iOS,organic,False,Standard,occasional
U_327c6a6b,2026-03-06 13:09:16.503672,22,Chennai,Tier_1,Android,referral,False,Frictionless,window_shopper
U_f7afe402,2025-07-04 13:09:16.503672,22,Chennai,Tier_1,iOS,paid_search,False,Standard,window_shopper
U_4ea2a06b,2025-06-21 13:09:16.503672,22,Delhi,Tier_1,iOS,social_media,True,Frictionless,occasional
U_d11a8243,2026-05-16 13:09:16.503672,35,Chennai,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_7c6ff8fc,2025-09-02 13:09:16.503672,22,Lucknow,Tier_2,iOS,paid_search,False,Frictionless,window_shopper
U_d41f5a4a,2025-11-08 13:09:16.503672,20,Chandigarh,Tier_2,Android,email,False,Frictionless,window_shopper
U_0fff5c4d,2026-03-04 13:09:16.503672,50,Jaipur,Tier_2,Android,paid_search,False,Standard,regular
U_0652aa6a,2025-08-24 13:09:16.503672,28,Chandigarh,Tier_2,iOS,social_media,False,Frictionless,regular
U_bfea26ad,2025-10-18 13:09:16.503672,30,Hyderabad,Tier_1,iOS,social_media,False,Standard,regular
U_444eda62,2026-02-23 13:09:16.503672,23,Ahmedabad,Tier_2,Android,referral,False,Standard,regular
U_2fb6a02c,2026-02-02 13:09:16.503672,24,Ahmedabad,Tier_2,iOS,social_media,False,Standard,regular
U_23eac275,2025-12-02 13:09:16.503672,22,Surat,Tier_3,Android,referral,False,Standard,window_shopper
U_7fb039ee,2026-05-21 13:09:16.503672,25,Bangalore,Tier_1,Android,social_media,False,Standard,regular
U_4a7b20b6,2025-11-11 13:09:16.503672,26,Lucknow,Tier_2,Android,paid_search,False,Standard,window_shopper
U_35ff67ed,2026-01-12 13:09:16.503672,22,Mumbai,Tier_1,Android,paid_search,False,Standard,window_shopper
U_7965ff0d,2025-09-06 13:09:16.503672,26,Mumbai,Tier_1,iOS,social_media,False,Frictionless,regular
U_98942dd9,2025-07-25 13:09:16.503672,24,Mumbai,Tier_1,Android,paid_search,False,Frictionless,regular
U_e08307b8,2025-11-25 13:09:16.503672,28,Hyderabad,Tier_1,iOS,social_media,False,Frictionless,regular
U_bf50f9a4,2026-03-27 13:09:16.503672,31,Bhopal,Tier_3,iOS,social_media,False,Standard,occasional
U_5c11d859,2026-02-05 13:09:16.503672,30,Hyderabad,Tier_1,Web,social_media,False,Standard,regular
U_cc169375,2026-03-06 13:09:16.503672,39,Chandigarh,Tier_2,iOS,social_media,True,Standard,window_shopper
U_36d063df,2025-11-05 13:09:16.503672,20,Chandigarh,Tier_2,Android,social_media,False,Frictionless,window_shopper
U_31970553,2025-06-28 13:09:16.503672,19,Bangalore,Tier_1,Android,organic,False,Standard,regular
U_88be668b,2026-02-07 13:09:16.503672,25,Mumbai,Tier_1,Android,email,False,Frictionless,window_shopper
U_bc7b58e9,2025-09-10 13:09:16.503672,23,Bangalore,Tier_1,Android,paid_search,False,Frictionless,window_shopper
U_3770a35a,2026-01-17 13:09:16.503672,39,Lucknow,Tier_2,Web,social_media,False,Standard,window_shopper
U_6aa948d7,2026-02-16 13:09:16.503672,25,Hyderabad,Tier_1,Android,organic,False,Standard,regular
U_26a3e1bb,2026-03-10 13:09:16.503672,27,Chennai,Tier_1,iOS,organic,False,Frictionless,occasional
U_2e654183,2025-11-06 13:09:16.503672,49,Bhopal,Tier_3,Android,social_media,False,Standard,window_shopper
U_faabdcb0,2026-01-18 13:09:16.503672,22,Chennai,Tier_1,Android,organic,False,Standard,occasional
U_5c6e7009,2025-12-10 13:09:16.503672,41,Mumbai,Tier_1,Android,social_media,False,Standard,regular
U_e521e49e,2025-11-07 13:09:16.503672,26,Ahmedabad,Tier_2,Android,social_media,False,Standard,occasional
U_25fb64c0,2026-03-03 13:09:16.503672,25,Bangalore,Tier_1,Android,organic,False,Frictionless,window_shopper
U_b247611f,2025-12-28 13:09:16.503672,29,Jaipur,Tier_2,iOS,paid_search,False,Frictionless,regular
U_9cbe8622,2026-05-25 13:09:16.503672,27,Delhi,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_78fe4b16,2025-09-19 13:09:16.503672,22,Delhi,Tier_1,Android,social_media,False,Standard,occasional
U_722f016b,2025-09-27 13:09:16.503672,28,Delhi,Tier_1,Android,social_media,False,Frictionless,regular
U_a07c21be,2025-12-24 13:09:16.503672,29,Mumbai,Tier_1,Android,social_media,False,Frictionless,regular
U_e6158313,2025-11-09 13:09:16.503672,22,Delhi,Tier_1,iOS,social_media,False,Standard,regular
U_7deef169,2026-03-15 13:09:16.503672,20,Delhi,Tier_1,iOS,social_media,False,Standard,window_shopper
U_85e34701,2026-02-27 13:09:16.503672,24,Ludhiana,Tier_3,iOS,organic,False,Frictionless,window_shopper
U_f5d6c165,2025-10-12 13:09:16.503672,21,Delhi,Tier_1,Web,referral,True,Standard,window_shopper
U_8324ffd2,2026-04-29 13:09:16.503672,23,Jaipur,Tier_2,iOS,paid_search,True,Frictionless,regular
U_8ca9f044,2025-09-17 13:09:16.503672,29,Chennai,Tier_1,Android,social_media,False,Standard,regular
U_4d29717c,2026-02-01 13:09:16.503672,22,Pune,Tier_2,Android,social_media,False,Standard,regular
U_589bc702,2025-07-24 13:09:16.503672,19,Mumbai,Tier_1,iOS,paid_search,False,Frictionless,window_shopper
U_8d535dd8,2025-09-03 13:09:16.503672,28,Bhopal,Tier_3,Android,social_media,False,Standard,regular
U_f79c0bbc,2026-03-25 13:09:16.503672,18,Hyderabad,Tier_1,Android,social_media,True,Standard,window_shopper
U_eabc6fc9,2025-10-31 13:09:16.503672,30,Chennai,Tier_1,iOS,referral,False,Standard,regular
U_7b695697,2026-04-26 13:09:16.503672,28,Hyderabad,Tier_1,iOS,organic,False,Frictionless,regular
U_ca62ad6c,2026-04-14 13:09:16.503672,29,Mumbai,Tier_1,iOS,referral,False,Frictionless,occasional
U_3afc7146,2026-01-04 13:09:16.503672,27,Delhi,Tier_1,Android,social_media,False,Frictionless,window_shopper
U_475bb801,2025-06-25 13:09:16.503672,19,Pune,Tier_2,iOS,paid_search,False,Frictionless,occasional
U_aedfc3ff,2025-10-22 13:09:16.503672,23,Bangalore,Tier_1,iOS,social_media,False,Standard,window_shopper
U_5e280504,2026-04-14 13:09:16.503672,21,Chennai,Tier_1,Android,paid_search,False,Standard,regular
U_d4a13c73,2026-05-12 13:09:16.503672,26,Pune,Tier_2,iOS,referral,False,Frictionless,window_shopper
U_65b2e664,2025-09-19 13:09:16.503672,28,Jaipur,Tier_2,iOS,organic,True,Standard,power_user
U_7af62d22,2025-06-20 13:09:16.503672,24,Hyderabad,Tier_1,iOS,paid_search,False,Frictionless,window_shopper
U_fd244a76,2025-07-19 13:09:16.503672,19,Bangalore,Tier_1,iOS,organic,False,Frictionless,power_user
U_56165752,2026-02-08 13:09:16.503672,41,Bangalore,Tier_1,iOS,organic,False,Standard,power_user
U_e6353318,2025-07-22 13:09:16.503672,23,Surat,Tier_3,Android,paid_search,False,Frictionless,regular
U_1124e725,2025-11-12 13:09:16.503672,32,Bangalore,Tier_1,Android,social_media,False,Standard,regular
U_c359bb56,2026-03-03 13:09:16.503672,22,Pune,Tier_2,iOS,social_media,False,Frictionless,regular
U_167ae8fe,2026-03-08 13:09:16.503672,30,Bangalore,Tier_1,iOS,organic,False,Standard,regular
U_f20ac3af,2025-07-21 13:09:16.503672,25,Surat,Tier_3,Android,social_media,False,Frictionless,occasional
U_79a5b849,2026-04-24 13:09:16.503672,19,Lucknow,Tier_2,Android,social_media,False,Standard,occasional
U_70378dd4,2025-08-01 13:09:16.503672,29,Jaipur,Tier_2,Web,social_media,False,Frictionless,regular
U_e7a30ad1,2026-05-01 13:09:16.503672,18,Bangalore,Tier_1,Android,organic,False,Standard,occasional
U_1079fe3d,2025-10-29 13:09:16.503672,21,Jaipur,Tier_2,iOS,social_media,False,Frictionless,window_shopper
U_b9aa0106,2026-02-03 13:09:16.503672,28,Chennai,Tier_1,Web,email,False,Standard,occasional
U_40c0cbca,2025-06-30 13:09:16.503672,22,Hyderabad,Tier_1,Android,referral,True,Standard,window_shopper
U_9ad78b60,2026-04-30 13:09:16.503672,44,Chennai,Tier_1,Android,social_media,False,Standard,regular
U_11c5d81b,2026-02-05 13:09:16.503672,26,Pune,Tier_2,iOS,social_media,False,Standard,occasional
U_280a9466,2025-06-14 13:09:16.503672,21,Bangalore,Tier_1,iOS,organic,False,Frictionless,regular
U_e3f8ab89,2025-10-03 13:09:16.503672,28,Bhopal,Tier_3,Web,social_media,True,Standard,regular
U_95686a0b,2026-05-23 13:09:16.503672,22,Chennai,Tier_1,Android,paid_search,False,Frictionless,occasional
U_02d10c52,2025-07-06 13:09:16.503672,40,Chandigarh,Tier_2,iOS,social_media,False,Frictionless,power_user
U_b0f0b4b1,2026-05-03 13:09:16.503672,24,Chennai,Tier_1,Android,social_media,False,Frictionless,window_shopper
U_c311ad1b,2026-05-13 13:09:16.503672,22,Surat,Tier_3,Android,referral,True,Frictionless,power_user
U_8dec161b,2025-07-07 13:09:16.503672,18,Bangalore,Tier_1,Android,paid_search,True,Standard,occasional
U_1c0dfe9d,2026-05-06 13:09:16.503672,27,Chennai,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_48917a4c,2026-02-06 13:09:16.503672,27,Hyderabad,Tier_1,Android,email,True,Standard,window_shopper
U_dd805880,2026-02-20 13:09:16.503672,50,Bangalore,Tier_1,Android,email,False,Frictionless,occasional
U_e6630bf8,2025-11-08 13:09:16.503672,23,Delhi,Tier_1,iOS,social_media,False,Frictionless,regular
U_6f4363e6,2026-01-02 13:09:16.503672,26,Hyderabad,Tier_1,iOS,social_media,False,Standard,power_user
U_4cecb275,2025-12-31 13:09:16.503672,23,Chennai,Tier_1,Android,social_media,False,Frictionless,regular
U_d7bba320,2025-11-22 13:09:16.503672,21,Chennai,Tier_1,iOS,social_media,False,Frictionless,regular
U_c41b8e22,2026-01-06 13:09:16.503672,54,Lucknow,Tier_2,Android,social_media,False,Frictionless,power_user
U_37e9812c,2026-04-14 13:09:16.503672,27,Hyderabad,Tier_1,iOS,social_media,True,Standard,window_shopper
U_03472367,2026-02-23 13:09:16.503672,21,Chandigarh,Tier_2,Android,social_media,False,Frictionless,window_shopper
U_6f3c865c,2025-10-07 13:09:16.503672,26,Lucknow,Tier_2,iOS,paid_search,False,Frictionless,occasional
U_c5f76682,2025-06-26 13:09:16.503672,30,Mumbai,Tier_1,iOS,social_media,False,Standard,occasional
U_bb532060,2026-03-23 13:09:16.503672,19,Bangalore,Tier_1,Android,organic,True,Standard,window_shopper
U_6c4de2d9,2025-10-12 13:09:16.503672,20,Chandigarh,Tier_2,iOS,paid_search,True,Standard,regular
U_c60336e3,2025-08-08 13:09:16.503672,53,Bangalore,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_81a05556,2026-05-28 13:09:16.503672,23,Mumbai,Tier_1,Android,social_media,False,Standard,regular
U_68b6ed59,2025-12-08 13:09:16.503672,35,Pune,Tier_2,Android,social_media,False,Standard,occasional
U_90d9e0c4,2026-01-10 13:09:16.503672,21,Hyderabad,Tier_1,iOS,social_media,False,Standard,regular
U_3afd6311,2026-04-27 13:09:16.503672,27,Mumbai,Tier_1,iOS,social_media,False,Standard,occasional
U_9c486a5f,2025-07-27 13:09:16.503672,27,Chennai,Tier_1,Android,organic,False,Frictionless,power_user
U_30a5b6ef,2025-08-22 13:09:16.503672,26,Hyderabad,Tier_1,iOS,social_media,False,Standard,regular
U_5f404ca7,2025-12-03 13:09:16.503672,27,Chennai,Tier_1,Android,social_media,False,Frictionless,regular
U_b572428b,2025-12-12 13:09:16.503672,23,Chennai,Tier_1,iOS,paid_search,False,Frictionless,regular
U_a49f621b,2025-08-26 13:09:16.503672,28,Pune,Tier_2,Android,referral,False,Frictionless,power_user
U_76b8e71f,2025-10-01 13:09:16.503672,51,Mumbai,Tier_1,Web,social_media,False,Standard,occasional
U_49eafa63,2026-01-05 13:09:16.503672,21,Lucknow,Tier_2,iOS,organic,False,Frictionless,window_shopper
U_93710905,2025-06-07 13:09:16.503672,38,Chandigarh,Tier_2,Android,organic,False,Frictionless,occasional
U_1261ded2,2025-10-14 13:09:16.503672,21,Hyderabad,Tier_1,Android,social_media,True,Standard,regular
U_496bcc30,2026-03-30 13:09:16.503672,32,Patna,Tier_3,Android,social_media,False,Standard,window_shopper
U_d183e801,2026-03-21 13:09:16.503672,23,Delhi,Tier_1,Android,social_media,False,Frictionless,window_shopper
U_976f9acf,2026-03-15 13:09:16.503672,24,Hyderabad,Tier_1,iOS,paid_search,False,Frictionless,regular
U_2e6e4665,2026-02-01 13:09:16.503672,43,Bangalore,Tier_1,iOS,social_media,False,Standard,window_shopper
U_5b2c8ec8,2025-12-03 13:09:16.503672,54,Bangalore,Tier_1,Android,social_media,False,Frictionless,occasional
U_4b7c7a63,2025-12-20 13:09:16.503672,20,Delhi,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_53a72cb3,2025-11-30 13:09:16.503672,41,Hyderabad,Tier_1,Android,social_media,False,Frictionless,regular
U_b7502a76,2025-08-09 13:09:16.503672,22,Jaipur,Tier_2,Android,social_media,True,Frictionless,window_shopper
U_53f61128,2026-01-08 13:09:16.503672,21,Jaipur,Tier_2,Android,social_media,False,Frictionless,window_shopper
U_0ebb7665,2025-09-17 13:09:16.503672,35,Hyderabad,Tier_1,Android,social_media,False,Frictionless,regular
U_95730935,2025-07-25 13:09:16.503672,23,Ludhiana,Tier_3,Android,referral,False,Frictionless,occasional
U_5d1ad048,2026-01-22 13:09:16.503672,28,Ahmedabad,Tier_2,Android,social_media,False,Frictionless,occasional
U_cdafe37a,2026-03-17 13:09:16.503672,30,Hyderabad,Tier_1,iOS,social_media,False,Frictionless,window_shopper
U_976f3b59,2026-01-08 13:09:16.503672,27,Mumbai,Tier_1,Android,social_media,False,Frictionless,regular
U_6800ffd7,2025-07-31 13:09:16.503672,24,Mumbai,Tier_1,iOS,organic,True,Standard,regular
U_54c4c34c,2026-02-12 13:09:16.503672,24,Chennai,Tier_1,Web,paid_search,False,Standard,window_shopper
U_70dfed5d,2025-11-11 13:09:16.503672,21,Indore,Tier_3,Web,paid_search,False,Frictionless,regular
U_b969f1e3,2026-01-05 13:09:16.503672,28,Chennai,Tier_1,Android,social_media,False,Frictionless,window_shopper
U_444a8d6a,2026-03-24 13:09:16.503672,28,Delhi,Tier_1,iOS,organic,False,Frictionless,occasional
U_1a5c97d8,2026-05-20 13:09:16.503672,26,Hyderabad,Tier_1,iOS,referral,False,Standard,window_shopper
U_e36dbbea,2025-12-22 13:09:16.503672,20,Chandigarh,Tier_2,iOS,paid_search,False,Standard,regular
U_c57436ef,2025-09-27 13:09:16.503672,18,Mumbai,Tier_1,iOS,paid_search,False,Frictionless,power_user
U_eb9ad82e,2025-06-16 13:09:16.503672,23,Hyderabad,Tier_1,iOS,social_media,False,Standard,window_shopper
U_b8ddf513,2026-02-27 13:09:16.503672,30,Mumbai,Tier_1,iOS,social_media,False,Standard,window_shopper
U_aeda0d90,2025-09-29 13:09:16.503672,26,Ahmedabad,Tier_2,Android,paid_search,False,Standard,window_shopper
U_7d0153f0,2025-11-22 13:09:16.503672,30,Mumbai,Tier_1,Android,social_media,False,Frictionless,power_user
U_1f8d50c9,2025-09-08 13:09:16.503672,18,Chennai,Tier_1,iOS,social_media,False,Frictionless,power_user
U_98207e49,2026-03-08 13:09:16.503672,23,Chennai,Tier_1,iOS,organic,False,Standard,power_user
U_dd5823e6,2026-04-09 13:09:16.503672,27,Jaipur,Tier_2,Web,social_media,True,Frictionless,occasional
U_27ca50b6,2025-06-29 13:09:16.503672,26,Mumbai,Tier_1,Android,social_media,False,Frictionless,window_shopper
U_3af6f321,2025-10-31 13:09:16.503672,22,Chennai,Tier_1,Android,paid_search,True,Standard,regular
U_f2a2d160,2026-03-20 13:09:16.503672,27,Indore,Tier_3,iOS,paid_search,False,Frictionless,regular
U_ac187594,2026-04-26 13:09:16.503672,24,Chennai,Tier_1,iOS,organic,False,Frictionless,power_user
U_da3a8007,2026-03-19 13:09:16.503672,29,Hyderabad,Tier_1,iOS,social_media,False,Standard,regular
U_1a8a19e7,2026-05-22 13:09:16.503672,25,Ahmedabad,Tier_2,Android,referral,False,Frictionless,occasional
U_604402c4,2025-09-16 13:09:16.503672,21,Delhi,Tier_1,iOS,email,False,Standard,occasional
U_09d0768a,2026-02-28 13:09:16.503672,30,Chennai,Tier_1,Android,social_media,True,Standard,occasional
U_53225716,2026-03-17 13:09:16.503672,34,Ahmedabad,Tier_2,Android,social_media,False,Frictionless,power_user
U_ab8347bd,2025-11-28 13:09:16.503672,22,Pune,Tier_2,iOS,social_media,False,Standard,power_user
U_7b8e0d51,2026-03-29 13:09:16.503672,28,Pune,Tier_2,iOS,social_media,False,Frictionless,power_user
U_2c24a951,2025-09-19 13:09:16.503672,21,Chennai,Tier_1,iOS,paid_search,False,Standard,occasional
U_98338953,2026-01-09 13:09:16.503672,23,Ahmedabad,Tier_2,iOS,social_media,False,Frictionless,window_shopper
U_660e9b95,2025-12-16 13:09:16.503672,23,Chandigarh,Tier_2,Android,social_media,False,Standard,window_shopper
U_9eb8a645,2025-12-26 13:09:16.503672,27,Chandigarh,Tier_2,Android,organic,True,Frictionless,regular
U_f49477e4,2026-05-04 13:09:16.503672,27,Chandigarh,Tier_2,iOS,paid_search,False,Frictionless,window_shopper
U_6953ee02,2026-04-01 13:09:16.503672,20,Lucknow,Tier_2,iOS,social_media,False,Standard,window_shopper
U_b482b7de,2026-05-08 13:09:16.503672,26,Hyderabad,Tier_1,Android,referral,False,Frictionless,power_user
U_d3c72822,2026-05-04 13:09:16.503672,18,Patna,Tier_3,Android,paid_search,False,Standard,window_shopper
U_56cb8ad9,2025-07-05 13:09:16.503672,26,Ludhiana,Tier_3,Android,social_media,False,Standard,regular
U_8b0b998c,2025-07-16 13:09:16.503672,23,Hyderabad,Tier_1,iOS,organic,True,Standard,window_shopper
U_e0465e55,2025-12-20 13:09:16.503672,23,Bangalore,Tier_1,iOS,paid_search,False,Frictionless,occasional
U_ad5efc21,2026-02-17 13:09:16.503672,23,Hyderabad,Tier_1,Android,social_media,False,Standard,window_shopper
U_3170e6cb,2026-02-24 13:09:16.503672,21,Indore,Tier_3,iOS,paid_search,True,Frictionless,window_shopper
U_acf08a18,2025-08-11 13:09:16.503672,28,Lucknow,Tier_2,iOS,organic,False,Frictionless,regular
U_69254085,2025-06-25 13:09:16.503672,26,Delhi,Tier_1,iOS,organic,True,Standard,regular
U_33c13d6f,2025-08-01 13:09:16.503672,27,Ahmedabad,Tier_2,Android,social_media,False,Standard,window_shopper
U_a59455f7,2025-10-11 13:09:16.503672,30,Chennai,Tier_1,Android,paid_search,False,Standard,window_shopper
U_b5b8938f,2025-10-24 13:09:16.503672,26,Chennai,Tier_1,iOS,organic,False,Frictionless,window_shopper
U_b588dcff,2026-03-25 13:09:16.503672,24,Bhopal,Tier_3,Android,social_media,False,Standard,regular
U_1d46d7dd,2025-10-05 13:09:16.503672,25,Bangalore,Tier_1,Android,social_media,False,Standard,regular
U_41d7a5b7,2026-05-09 13:09:16.503672,27,Bangalore,Tier_1,Android,social_media,True,Standard,window_shopper
U_ece074bd,2025-12-03 13:09:16.503672,26,Pune,Tier_2,Android,social_media,True,Frictionless,regular
U_ae8e48f2,2026-05-06 13:09:16.503672,28,Lucknow,Tier_2,Android,email,False,Standard,regular
U_8732ed65,2026-05-24 13:09:16.503672,28,Mumbai,Tier_1,Android,social_media,True,Frictionless,regular
U_b8d7354b,2025-11-30 13:09:16.503672,19,Indore,Tier_3,iOS,paid_search,True,Standard,window_shopper
U_83a78fc4,2025-12-19 13:09:16.503672,22,Delhi,Tier_1,Android,email,False,Frictionless,occasional
U_f718b7b5,2026-01-05 13:09:16.503672,27,Pune,Tier_2,iOS,organic,False,Standard,regular
U_8b2ef146,2026-01-17 13:09:16.503672,28,Pune,Tier_2,Web,paid_search,False,Standard,occasional
U_7aa60267,2026-04-27 13:09:16.503672,29,Bhopal,Tier_3,Web,social_media,False,Standard,regular
U_0c281dd9,2025-08-23 13:09:16.503672,43,Delhi,Tier_1,Android,social_media,False,Standard,occasional
U_034a6a56,2026-04-01 13:09:16.503672,29,Bangalore,Tier_1,Web,paid_search,False,Standard,occasional
U_13959b5e,2025-06-16 13:09:16.503672,26,Jaipur,Tier_2,Android,social_media,False,Frictionless,window_shopper
U_d6760441,2025-09-16 13:09:16.503672,26,Jaipur,Tier_2,iOS,paid_search,False,Frictionless,regular
U_9900fc15,2025-08-22 13:09:16.503672,34,Pune,Tier_2,Android,paid_search,False,Frictionless,occasional
U_5aeb2021,2026-05-08 13:09:16.503672,43,Bangalore,Tier_1,Android,social_media,False,Standard,regular
U_7c97e29a,2026-04-10 13:09:16.503672,46,Chennai,Tier_1,iOS,email,False,Standard,window_shopper
U_75c3c5a0,2025-06-07 13:09:16.503672,21,Ahmedabad,Tier_2,Android,email,False,Frictionless,window_shopper
U_9ff0d1eb,2025-09-21 13:09:16.503672,28,Hyderabad,Tier_1,Android,social_media,True,Standard,window_shopper
U_ed9d8424,2025-08-27 13:09:16.503672,27,Hyderabad,Tier_1,Android,organic,True,Standard,regular
U_f574eeda,2025-09-03 13:09:16.503672,25,Hyderabad,Tier_1,Android,social_media,False,Frictionless,window_shopper
U_0d20ea14,2025-11-09 13:09:16.503672,32,Hyderabad,Tier_1,Android,social_media,True,Frictionless,occasional
U_82471609,2025-12-02 13:09:16.503672,30,Lucknow,Tier_2,Android,social_media,False,Frictionless,regular
U_668c3b0d,2026-04-08 13:09:16.503672,27,Bangalore,Tier_1,Android,paid_search,False,Frictionless,window_shopper
U_c59942c4,2026-03-02 13:09:16.503672,23,Mumbai,Tier_1,iOS,social_media,False,Standard,regular
